Date,Event,Country,Unique Users
2022-01,All Events - Unique,South Sudan,329
2022-01,All Events - Unique,Sudan,607
2022-01,All Events - Unique,Syria,1
2022-01,All Events - Unique,Ukraine,496
2022-01,All Events - Unique,Yemen,885
2022-02,All Events - Unique,Afghanistan,723
2022-02,All Events - Unique,Central African Republic,172
2022-02,All Events - Unique,Ethiopia,1882
2022-02,All Events - Unique,Nigeria,1897
2022-02,All Events - Unique,Somalia,765
2022-02,All Events - Unique,South Sudan,422
2022-02,All Events - Unique,Sudan,785
2022-02,All Events - Unique,Syria,8
2022-02,All Events - Unique,Ukraine,510
2022-02,All Events - Unique,Yemen,1306
2022-03,All Events - Unique,Afghanistan,1041
2022-03,All Events - Unique,Central African Republic,149
2022-03,All Events - Unique,Ethiopia,2685
2022-03,All Events - Unique,Nigeria,2124
2022-03,All Events - Unique,Somalia,987
2022-03,All Events - Unique,South Sudan,731
2022-03,All Events - Unique,Sudan,1009
2022-03,All Events - Unique,Syria,5
2022-03,All Events - Unique,Ukraine,1769
2022-03,All Events - Unique,Yemen,1648
2022-04,All Events - Unique,Afghanistan,757
2022-04,All Events - Unique,Central African Republic,167
2022-04,All Events - Unique,Ethiopia,2730
2022-04,All Events - Unique,Nigeria,1666
2022-04,All Events - Unique,Somalia,692
2022-04,All Events - Unique,South Sudan,622
2022-04,All Events - Unique,Sudan,730
2022-04,All Events - Unique,Syria,8
2022-04,All Events - Unique,Ukraine,2216
2022-04,All Events - Unique,Yemen,1057
2022-05,All Events - Unique,Afghanistan,728
2022-05,All Events - Unique,Central African Republic,139
2022-05,All Events - Unique,Ethiopia,3127
2022-05,All Events - Unique,Nigeria,1861
2022-05,All Events - Unique,Somalia,981
2022-05,All Events - Unique,South Sudan,501
2022-05,All Events - Unique,Sudan,760
2022-05,All Events - Unique,Syria,0
2022-05,All Events - Unique,Ukraine,2653
2022-05,All Events - Unique,Yemen,1313
2022-06,All Events - Unique,Afghanistan,912
2022-06,All Events - Unique,Central African Republic,117
2022-06,All Events - Unique,Ethiopia,3071
2022-06,All Events - Unique,Nigeria,1781
2022-06,All Events - Unique,Somalia,939
2022-06,All Events - Unique,South Sudan,612
2022-06,All Events - Unique,Sudan,682
2022-06,All Events - Unique,Syria,4
2022-06,All Events - Unique,Ukraine,2383
2022-06,All Events - Unique,Yemen,1289
2022-07,All Events - Unique,Afghanistan,734
2022-07,All Events - Unique,Central African Republic,110
2022-07,All Events - Unique,Ethiopia,2989
2022-07,All Events - Unique,Nigeria,1531
2022-07,All Events - Unique,Somalia,978
2022-07,All Events - Unique,South Sudan,501
2022-07,All Events - Unique,Sudan,569
2022-07,All Events - Unique,Syria,5
2022-07,All Events - Unique,Ukraine,2068
2022-07,All Events - Unique,Yemen,1039
2022-08,All Events - Unique,Afghanistan,358
2022-08,All Events - Unique,Central African Republic,66
2022-08,All Events - Unique,Ethiopia,1441
2022-08,All Events - Unique,Nigeria,882
2022-08,All Events - Unique,Somalia,449
2022-08,All Events - Unique,South Sudan,209
2022-08,All Events - Unique,Sudan,468
2022-08,All Events - Unique,Syria,7
2022-08,All Events - Unique,Ukraine,948
2022-08,All Events - Unique,Yemen,636
